Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-06-05,St. Mary's Clinic,Neurology,Houston,41-60,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2023-05-21,Central Health Care,Cardiology,Los Angeles,61+,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2023-05-09,Greenwood Medical Center,Cardiology,Phoenix,41-60,2
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-01-26,St. Mary's Clinic,Emergency,Phoenix,18-25,2
I had to wait for hours/a long time before being attended to.,Negative,0,2023-01-23,St. Mary's Clinic,Pediatrics,Chicago,41-60,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2019-07-17,City Hospital,Emergency,Chicago,61+,5
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2019-06-01,St. Mary's Clinic,Cardiology,Chicago,18-25,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2023-11-12,Greenwood Medical Center,Emergency,Chicago,26-40,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-05-11,St. Mary's Clinic,Neurology,New York,18-25,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2022-07-12,City Hospital,Emergency,Chicago,41-60,3
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2023-02-28,City Hospital,Neurology,Houston,41-60,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2022-03-15,Central Health Care,Emergency,New York,41-60,2
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2021-03-28,Central Health Care,Emergency,Phoenix,26-40,1
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2023-12-20,City Hospital,Neurology,Phoenix,61+,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-02-02,St. Mary's Clinic,Pediatrics,Phoenix,61+,4
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2023-11-29,St. Mary's Clinic,Neurology,New York,26-40,1
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-04-16,St. Mary's Clinic,Orthopedics,Los Angeles,61+,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-01-25,Greenwood Medical Center,Neurology,Phoenix,61+,2
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-07-20,Central Health Care,Cardiology,Phoenix,41-60,3
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2018-12-21,St. Mary's Clinic,Orthopedics,Chicago,18-25,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-02-05,City Hospital,Cardiology,New York,41-60,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2023-07-15,Central Health Care,Orthopedics,Chicago,61+,1
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-10-13,Greenwood Medical Center,Pediatrics,Chicago,61+,1
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2018-02-23,St. Mary's Clinic,Emergency,Los Angeles,26-40,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2022-09-07,Central Health Care,Orthopedics,New York,26-40,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-01-29,Central Health Care,Cardiology,Phoenix,61+,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-06-19,St. Mary's Clinic,Emergency,Chicago,26-40,1
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-08-06,Greenwood Medical Center,Pediatrics,Chicago,18-25,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-12-26,St. Mary's Clinic,Emergency,Chicago,18-25,4
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2020-09-22,City Hospital,Orthopedics,New York,18-25,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-09-02,Central Health Care,Pediatrics,New York,41-60,4
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-06-15,Greenwood Medical Center,Emergency,New York,61+,3
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2018-06-24,Central Health Care,Neurology,Houston,41-60,3
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-02-08,St. Mary's Clinic,Emergency,New York,18-25,1
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2023-08-30,St. Mary's Clinic,Neurology,Phoenix,18-25,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-03-26,Central Health Care,Emergency,Houston,18-25,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-02-06,Central Health Care,Pediatrics,Chicago,18-25,4
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2019-09-16,Central Health Care,Orthopedics,Phoenix,61+,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-03-25,Greenwood Medical Center,Pediatrics,Los Angeles,41-60,5
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-03-26,Greenwood Medical Center,Emergency,Los Angeles,26-40,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2018-04-01,St. Mary's Clinic,Cardiology,Chicago,61+,5
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2021-11-11,Central Health Care,Neurology,Phoenix,26-40,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2023-10-31,Greenwood Medical Center,Cardiology,Houston,41-60,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-01-18,Central Health Care,Pediatrics,Houston,61+,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-06-23,Central Health Care,Emergency,Los Angeles,61+,2
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2023-10-14,Central Health Care,Pediatrics,Los Angeles,61+,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2019-02-24,Central Health Care,Orthopedics,New York,26-40,3
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-02-21,City Hospital,Emergency,Chicago,61+,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2023-04-19,City Hospital,Neurology,Phoenix,26-40,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2022-10-06,St. Mary's Clinic,Cardiology,Houston,26-40,1
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-04-09,St. Mary's Clinic,Orthopedics,Chicago,26-40,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2018-08-08,City Hospital,Pediatrics,Phoenix,61+,2
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2020-06-28,Central Health Care,Emergency,Los Angeles,26-40,4
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2023-03-02,Central Health Care,Orthopedics,New York,41-60,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2022-10-30,Greenwood Medical Center,Emergency,Houston,18-25,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2023-11-22,St. Mary's Clinic,Emergency,Chicago,41-60,4
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2018-02-23,Central Health Care,Pediatrics,Houston,18-25,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2018-05-19,St. Mary's Clinic,Emergency,New York,26-40,4
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2021-07-25,Greenwood Medical Center,Neurology,Phoenix,18-25,2
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2022-04-02,Central Health Care,Neurology,Phoenix,18-25,1
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2020-01-29,Greenwood Medical Center,Orthopedics,Los Angeles,61+,3
I am very satisfied with the care/service I received here.,Positive,1,2022-12-09,Greenwood Medical Center,Emergency,Los Angeles,26-40,5
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2021-09-25,Greenwood Medical Center,Neurology,Los Angeles,26-40,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-12-09,Central Health Care,Emergency,New York,18-25,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-02-20,Central Health Care,Neurology,Houston,18-25,1
I had to wait for hours/a long time before being attended to.,Negative,0,2019-05-30,Greenwood Medical Center,Orthopedics,Houston,18-25,2
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2021-04-30,Central Health Care,Neurology,Chicago,18-25,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-11-23,City Hospital,Emergency,Chicago,41-60,2
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-12-28,Central Health Care,Cardiology,Houston,41-60,2
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2023-04-12,Greenwood Medical Center,Neurology,Phoenix,41-60,3
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-10-31,City Hospital,Pediatrics,Houston,41-60,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2020-08-03,Central Health Care,Pediatrics,Phoenix,41-60,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2021-05-04,City Hospital,Cardiology,Phoenix,41-60,2
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2020-04-17,Central Health Care,Pediatrics,Chicago,18-25,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2022-11-17,City Hospital,Orthopedics,Chicago,18-25,4
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2019-02-28,City Hospital,Pediatrics,Chicago,41-60,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2019-06-20,Greenwood Medical Center,Neurology,Houston,26-40,5
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2022-08-11,St. Mary's Clinic,Cardiology,Chicago,18-25,3
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2021-07-27,Central Health Care,Neurology,Chicago,41-60,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2023-01-11,St. Mary's Clinic,Orthopedics,Houston,18-25,4
I had to wait for hours/a long time before being attended to.,Negative,0,2018-07-26,St. Mary's Clinic,Emergency,Phoenix,41-60,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-11-23,Greenwood Medical Center,Pediatrics,New York,61+,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-01-02,City Hospital,Emergency,Chicago,26-40,3
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2019-07-18,Greenwood Medical Center,Neurology,Los Angeles,41-60,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-08-02,City Hospital,Orthopedics,Los Angeles,26-40,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-03-15,Central Health Care,Emergency,New York,61+,5
The treatment was effective/comprehensive/excellent.,Positive,1,2018-11-12,Greenwood Medical Center,Cardiology,New York,61+,3
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-06-06,City Hospital,Pediatrics,Chicago,26-40,2
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2019-11-20,City Hospital,Orthopedics,Phoenix,41-60,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2019-12-23,City Hospital,Cardiology,New York,61+,1
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2023-11-29,Greenwood Medical Center,Emergency,Phoenix,41-60,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2023-03-20,Central Health Care,Cardiology,Chicago,18-25,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-08-08,City Hospital,Cardiology,Phoenix,18-25,1
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2022-10-09,City Hospital,Pediatrics,Chicago,26-40,5
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-07-13,Central Health Care,Orthopedics,Houston,26-40,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2022-03-30,Greenwood Medical Center,Pediatrics,Los Angeles,61+,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-09-18,St. Mary's Clinic,Pediatrics,New York,26-40,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2023-10-24,Greenwood Medical Center,Neurology,New York,41-60,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-08-17,Central Health Care,Emergency,Chicago,26-40,5
I am very satisfied with the care/service I received here.,Positive,1,2022-03-06,Central Health Care,Cardiology,Los Angeles,18-25,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2020-10-07,City Hospital,Cardiology,Los Angeles,41-60,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2022-03-23,City Hospital,Neurology,Phoenix,18-25,2
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-02-12,City Hospital,Cardiology,Phoenix,18-25,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-08-06,Greenwood Medical Center,Cardiology,Phoenix,26-40,3
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2018-09-03,Central Health Care,Emergency,Houston,26-40,1
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-05-07,Greenwood Medical Center,Pediatrics,Houston,18-25,3
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2020-08-03,St. Mary's Clinic,Neurology,Los Angeles,61+,2
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-11-15,Central Health Care,Emergency,Houston,26-40,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2020-07-30,City Hospital,Emergency,Los Angeles,41-60,2
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-04-30,St. Mary's Clinic,Orthopedics,New York,41-60,1
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2018-04-04,Greenwood Medical Center,Orthopedics,New York,61+,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-09-05,Greenwood Medical Center,Emergency,Houston,61+,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2019-12-21,Greenwood Medical Center,Orthopedics,New York,18-25,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2021-04-22,St. Mary's Clinic,Orthopedics,New York,18-25,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2023-05-14,City Hospital,Neurology,Chicago,18-25,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2018-09-01,Central Health Care,Pediatrics,Los Angeles,61+,4
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-09-05,Central Health Care,Emergency,Houston,18-25,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2018-12-15,St. Mary's Clinic,Neurology,Phoenix,61+,2
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2018-10-25,City Hospital,Neurology,New York,18-25,4
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-06-05,Central Health Care,Neurology,Houston,18-25,1
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2019-07-15,City Hospital,Cardiology,New York,61+,4
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-10-22,Greenwood Medical Center,Cardiology,Los Angeles,61+,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-04-12,Central Health Care,Emergency,New York,41-60,3
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-05-11,City Hospital,Pediatrics,New York,26-40,5
I am very satisfied with the care/service I received here.,Positive,1,2022-07-01,Greenwood Medical Center,Neurology,Los Angeles,61+,4
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2020-10-04,Central Health Care,Cardiology,Chicago,61+,5
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2023-12-15,City Hospital,Pediatrics,New York,61+,4
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2022-12-25,City Hospital,Emergency,Chicago,61+,2
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2019-12-26,Greenwood Medical Center,Cardiology,Chicago,61+,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-10-14,Greenwood Medical Center,Pediatrics,New York,61+,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-05-13,St. Mary's Clinic,Emergency,Los Angeles,41-60,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2022-01-17,Greenwood Medical Center,Orthopedics,New York,41-60,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-07-13,Central Health Care,Orthopedics,Phoenix,41-60,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2020-01-03,St. Mary's Clinic,Cardiology,Phoenix,18-25,1
I had to wait for hours/a long time before being attended to.,Negative,0,2022-08-06,Central Health Care,Pediatrics,Chicago,18-25,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-08-30,City Hospital,Pediatrics,New York,18-25,2
The treatment was effective/comprehensive/excellent.,Positive,1,2023-04-12,City Hospital,Emergency,Phoenix,41-60,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-04-27,St. Mary's Clinic,Pediatrics,Phoenix,18-25,5
The treatment was effective/comprehensive/excellent.,Positive,1,2021-10-26,St. Mary's Clinic,Orthopedics,Houston,41-60,2
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2018-09-09,Greenwood Medical Center,Cardiology,Chicago,41-60,5
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2020-12-30,Central Health Care,Emergency,Houston,26-40,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-05-15,Central Health Care,Cardiology,New York,61+,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-03-16,Central Health Care,Pediatrics,Phoenix,26-40,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2022-08-11,St. Mary's Clinic,Pediatrics,Chicago,41-60,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-09-07,Greenwood Medical Center,Cardiology,Chicago,61+,5
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2022-09-23,Central Health Care,Orthopedics,Phoenix,26-40,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-03-07,Greenwood Medical Center,Orthopedics,New York,26-40,3
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2022-03-03,Central Health Care,Cardiology,Houston,41-60,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-12-30,Central Health Care,Emergency,Los Angeles,26-40,2
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-11-11,City Hospital,Pediatrics,Chicago,41-60,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-07-08,City Hospital,Cardiology,New York,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-05-14,Central Health Care,Cardiology,Los Angeles,18-25,3
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-02-17,St. Mary's Clinic,Neurology,Los Angeles,61+,5
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-05-30,Central Health Care,Cardiology,Chicago,61+,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2023-08-12,City Hospital,Emergency,Los Angeles,41-60,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-01-27,St. Mary's Clinic,Cardiology,Chicago,18-25,3
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2023-02-15,Central Health Care,Orthopedics,Chicago,41-60,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-07-16,Greenwood Medical Center,Neurology,Phoenix,41-60,5
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2018-02-25,Central Health Care,Orthopedics,Los Angeles,26-40,5
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2023-10-19,St. Mary's Clinic,Cardiology,New York,41-60,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2019-02-23,Greenwood Medical Center,Cardiology,Chicago,61+,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2018-05-31,Central Health Care,Emergency,Chicago,41-60,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2019-06-15,Central Health Care,Emergency,Phoenix,26-40,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-12-17,City Hospital,Cardiology,New York,41-60,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-10-19,Central Health Care,Neurology,Chicago,61+,4
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2019-03-15,City Hospital,Orthopedics,Phoenix,26-40,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-04-08,Greenwood Medical Center,Cardiology,Houston,18-25,3
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-03-18,St. Mary's Clinic,Emergency,Houston,61+,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2018-11-15,Greenwood Medical Center,Emergency,New York,61+,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-07-06,City Hospital,Cardiology,Phoenix,18-25,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2020-05-26,Greenwood Medical Center,Emergency,Los Angeles,61+,2
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-04-06,Central Health Care,Emergency,Chicago,61+,2
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-09-05,Greenwood Medical Center,Neurology,New York,18-25,4
I had to wait for hours/a long time before being attended to.,Negative,0,2020-10-29,Greenwood Medical Center,Orthopedics,Chicago,61+,3
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2023-02-24,Central Health Care,Emergency,Phoenix,26-40,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2018-05-21,St. Mary's Clinic,Emergency,Houston,41-60,5
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-05-18,St. Mary's Clinic,Neurology,New York,61+,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2022-10-05,Greenwood Medical Center,Orthopedics,Phoenix,61+,5
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2020-12-21,City Hospital,Emergency,Phoenix,41-60,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2023-03-04,Greenwood Medical Center,Neurology,Phoenix,61+,2
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2020-04-14,St. Mary's Clinic,Cardiology,Los Angeles,26-40,2
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2020-02-13,City Hospital,Cardiology,Chicago,26-40,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2019-12-04,St. Mary's Clinic,Orthopedics,Los Angeles,26-40,4
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2021-02-25,City Hospital,Cardiology,Los Angeles,26-40,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2018-11-14,St. Mary's Clinic,Pediatrics,New York,41-60,4
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2021-04-20,City Hospital,Orthopedics,Phoenix,41-60,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2022-07-01,Central Health Care,Orthopedics,Los Angeles,26-40,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2018-07-22,St. Mary's Clinic,Orthopedics,Phoenix,18-25,3
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2019-06-02,City Hospital,Orthopedics,Houston,61+,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2023-09-21,St. Mary's Clinic,Emergency,Phoenix,26-40,1
I had to wait for hours/a long time before being attended to.,Negative,0,2020-10-25,City Hospital,Pediatrics,New York,18-25,2
I had to wait for hours/a long time before being attended to.,Negative,0,2021-05-05,St. Mary's Clinic,Pediatrics,New York,61+,4
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-01-10,City Hospital,Cardiology,Phoenix,41-60,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-07-30,City Hospital,Orthopedics,Los Angeles,18-25,2
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2018-11-17,St. Mary's Clinic,Pediatrics,Phoenix,26-40,3
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2023-05-21,Greenwood Medical Center,Pediatrics,New York,41-60,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-04-17,Central Health Care,Orthopedics,Houston,26-40,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2023-05-23,Central Health Care,Pediatrics,Houston,26-40,2
